kind,pattern,phase,domain,model,lift,occurrences,doc_prevalence,cell_pass,bootstrap_ci_lo,bootstrap_ci_hi,replicated_pattern
within_sentence,a <X> and <X>,validation,news,gpt4,2.0965,15,0.2,True,0.8798,5.8552,True
within_sentence,a <X> and <X>,validation,news,llama-chat,4.481,27,0.3143,True,2.1412,12.825,True
within_sentence,a <X> and <X>,validation,news,cohere-chat,2.3512,10,0.1,True,0.7521,7.8662,True
within_sentence,a <X> and <X>,validation,recipes,gpt4,0.3789,25,0.3143,False,0.2416,0.5847,True
within_sentence,a <X> and <X>,validation,recipes,llama-chat,0.7224,40,0.5286,False,0.4834,1.1127,True
within_sentence,a <X> and <X>,validation,recipes,cohere-chat,0.9154,39,0.3714,False,0.5761,1.5316,True
within_sentence,a <X> and <X>,validation,wiki,gpt4,1.2603,45,0.4857,False,0.8189,2.1376,True
within_sentence,a <X> and <X>,validation,wiki,llama-chat,2.3825,68,0.5857,True,1.4963,4.1963,True
within_sentence,a <X> and <X>,validation,wiki,cohere-chat,1.5837,33,0.3429,True,0.9533,2.6636,True
within_sentence,a <X> of <X>,discovery,abstracts,chatgpt,1.0183,31,0.3714,False,0.588,1.8184,True
within_sentence,a <X> of <X>,discovery,abstracts,mistral-chat,2.034,66,0.6429,True,1.3719,3.2455,True
within_sentence,a <X> of <X>,discovery,abstracts,mpt-chat,1.5626,33,0.3857,True,1.0271,2.4337,True
within_sentence,a <X> of <X>,discovery,books,chatgpt,3.5652,129,0.8,True,2.5855,4.9001,True
within_sentence,a <X> of <X>,discovery,books,mistral-chat,2.4393,98,0.7571,True,1.693,3.5195,True
within_sentence,a <X> of <X>,discovery,books,mpt-chat,2.8647,60,0.6,True,2.0301,4.0173,True
within_sentence,a <X> of <X>,discovery,news,chatgpt,0.9831,62,0.6143,False,0.7052,1.408,True
within_sentence,a <X> of <X>,discovery,news,mistral-chat,1.6555,70,0.4857,True,1.1015,2.4379,True
within_sentence,a <X> of <X>,discovery,news,mpt-chat,1.6903,53,0.4286,True,1.1373,2.4456,True
within_sentence,a <X> of <X>,discovery,recipes,chatgpt,0.9559,39,0.3857,False,0.6098,1.5116,True
within_sentence,a <X> of <X>,discovery,recipes,mistral-chat,0.2695,8,0.0857,False,0.0967,0.5469,True
within_sentence,a <X> of <X>,discovery,recipes,mpt-chat,0.7281,23,0.2286,False,0.3742,1.2885,True
within_sentence,a <X> of <X>,discovery,wiki,chatgpt,1.9649,103,0.7143,True,1.3479,3.1259,True
within_sentence,a <X> of <X>,discovery,wiki,mistral-chat,2.6604,95,0.5857,True,1.7325,4.2567,True
within_sentence,a <X> of <X>,discovery,wiki,mpt-chat,2.3391,74,0.5429,True,1.5983,3.5309,True
within_sentence,a <X> of <X>,validation,abstracts,gpt4,1.4804,36,0.4286,False,0.9016,2.4342,True
within_sentence,a <X> of <X>,validation,abstracts,llama-chat,2.6641,136,0.8143,True,1.8402,4.071,True
within_sentence,a <X> of <X>,validation,abstracts,cohere-chat,1.8413,61,0.5429,True,1.225,2.8351,True
within_sentence,a <X> of <X>,validation,books,gpt4,2.3561,152,0.8857,True,1.7866,3.2592,True
within_sentence,a <X> of <X>,validation,books,llama-chat,1.7336,127,0.7857,True,1.3177,2.2959,True
within_sentence,a <X> of <X>,validation,books,cohere-chat,1.3346,78,0.6286,False,0.9191,1.8975,True
within_sentence,a <X> of <X>,validation,news,gpt4,1.9068,83,0.5571,True,1.2919,2.8393,True
within_sentence,a <X> of <X>,validation,news,llama-chat,2.9574,107,0.7571,True,2.0705,4.4946,True
within_sentence,a <X> of <X>,validation,news,cohere-chat,1.9469,51,0.4286,True,1.1845,3.2019,True
within_sentence,a <X> of <X>,validation,recipes,gpt4,0.458,35,0.3571,False,0.2681,0.7672,True
within_sentence,a <X> of <X>,validation,recipes,llama-chat,0.5652,36,0.2857,False,0.3232,0.9414,True
within_sentence,a <X> of <X>,validation,recipes,cohere-chat,0.3722,18,0.1571,False,0.1789,0.7103,True
within_sentence,a <X> of <X>,validation,wiki,gpt4,1.5385,119,0.7286,True,1.0326,2.4521,True
within_sentence,a <X> of <X>,validation,wiki,llama-chat,2.0935,129,0.7286,True,1.3874,3.2897,True
within_sentence,a <X> of <X>,validation,wiki,cohere-chat,1.4172,64,0.4714,False,0.8958,2.2813,True
within_sentence,"a <X> of <X> ,",discovery,abstracts,chatgpt,0.4472,2,0.0286,False,0.072,1.3889,True
within_sentence,"a <X> of <X> ,",discovery,abstracts,mistral-chat,1.4386,8,0.1,False,0.5127,4.6169,True
within_sentence,"a <X> of <X> ,",discovery,abstracts,mpt-chat,2.9681,11,0.1286,True,1.2584,8.693,True
within_sentence,"a <X> of <X> ,",discovery,books,chatgpt,4.7383,50,0.5286,True,2.6342,9.4817,True
within_sentence,"a <X> of <X> ,",discovery,books,mistral-chat,2.4054,28,0.3,True,1.1872,5.0708,True
within_sentence,"a <X> of <X> ,",discovery,books,mpt-chat,2.5013,15,0.2143,True,1.1867,5.2111,True
within_sentence,"a <X> of <X> ,",discovery,news,chatgpt,2.165,20,0.2714,True,1.0878,5.1006,True
within_sentence,"a <X> of <X> ,",discovery,news,mistral-chat,2.2861,14,0.2,True,1.0098,5.4563,True
within_sentence,"a <X> of <X> ,",discovery,news,mpt-chat,2.4396,11,0.1286,True,0.9257,5.9804,True
within_sentence,"a <X> of <X> ,",discovery,recipes,chatgpt,0.3848,1,0.0143,False,0.0667,3.1707,True
within_sentence,"a <X> of <X> ,",discovery,recipes,mistral-chat,0.5041,1,0.0143,False,0.0931,4.1887,True
within_sentence,"a <X> of <X> ,",discovery,recipes,mpt-chat,1.4779,4,0.0286,False,0.1088,12.5016,True
within_sentence,"a <X> of <X> ,",discovery,wiki,chatgpt,3.0491,29,0.3,True,1.3377,13.4132,True
within_sentence,"a <X> of <X> ,",discovery,wiki,mistral-chat,4.4743,29,0.3143,True,2.0781,16.6021,True
within_sentence,"a <X> of <X> ,",discovery,wiki,mpt-chat,3.8462,22,0.2714,True,1.7159,14.5538,True
within_sentence,"a <X> of <X> ,",validation,abstracts,gpt4,8.5866,14,0.1571,True,2.7917,55.6039,True
within_sentence,"a <X> of <X> ,",validation,abstracts,llama-chat,9.8306,34,0.3857,True,4.1759,56.5369,True
within_sentence,"a <X> of <X> ,",validation,abstracts,cohere-chat,9.3979,21,0.2857,True,3.8845,53.4136,True
within_sentence,"a <X> of <X> ,",validation,books,gpt4,3.6241,71,0.7571,True,2.4705,6.0931,True
within_sentence,"a <X> of <X> ,",validation,books,llama-chat,1.4498,32,0.3429,False,0.8211,2.611,True
within_sentence,"a <X> of <X> ,",validation,books,cohere-chat,0.9761,17,0.1714,False,0.4103,1.956,True
within_sentence,"a <X> of <X> ,",validation,news,gpt4,3.4368,21,0.2286,True,1.6351,10.7321,True
within_sentence,"a <X> of <X> ,",validation,news,llama-chat,4.1403,21,0.2714,True,1.88,15.0432,True
within_sentence,"a <X> of <X> ,",validation,news,cohere-chat,3.3079,12,0.1429,True,1.1202,12.3645,True
within_sentence,"a <X> of <X> ,",validation,recipes,gpt4,0.4967,5,0.0571,False,0.1075,2.7448,True
within_sentence,"a <X> of <X> ,",validation,recipes,llama-chat,0.5962,5,0.0714,False,0.2078,2.6911,True
within_sentence,"a <X> of <X> ,",validation,recipes,cohere-chat,0.6338,4,0.0429,False,0.0752,3.9798,True
within_sentence,"a <X> of <X> ,",validation,wiki,gpt4,1.7977,29,0.3143,True,0.802,5.0438,True
within_sentence,"a <X> of <X> ,",validation,wiki,llama-chat,3.4051,44,0.4,True,1.6864,8.6132,True
within_sentence,"a <X> of <X> ,",validation,wiki,cohere-chat,1.9241,18,0.2286,True,0.8617,5.1457,True
within_sentence,a <X> of <X> and,discovery,abstracts,chatgpt,9.3911,10,0.1286,True,2.5178,42.5247,True
within_sentence,a <X> of <X> and,discovery,abstracts,mistral-chat,21.5785,25,0.3286,True,7.3315,83.5231,True
within_sentence,a <X> of <X> and,discovery,abstracts,mpt-chat,16.131,12,0.1429,True,4.7452,70.7942,True
within_sentence,a <X> of <X> and,discovery,books,chatgpt,6.1548,41,0.4286,True,3.3846,13.7529,True
within_sentence,a <X> of <X> and,discovery,books,mistral-chat,3.135,23,0.2857,True,1.6417,6.2245,True
within_sentence,a <X> of <X> and,discovery,books,mpt-chat,4.4639,17,0.2286,True,2.1308,9.8194,True
within_sentence,a <X> of <X> and,discovery,news,chatgpt,1.3201,12,0.1571,False,0.5782,3.1724,True
within_sentence,a <X> of <X> and,discovery,news,mistral-chat,2.9168,18,0.1857,True,1.1746,7.4893,True
within_sentence,a <X> of <X> and,discovery,news,mpt-chat,2.6517,12,0.1143,True,0.8948,6.4139,True
within_sentence,a <X> of <X> and,discovery,recipes,chatgpt,1.191,6,0.0857,False,0.3362,8.2095,True
within_sentence,a <X> of <X> and,discovery,recipes,mistral-chat,0.12,0,0.0,False,0.0606,0.8054,True
within_sentence,a <X> of <X> and,discovery,recipes,mpt-chat,0.3519,1,0.0143,False,0.0673,2.2788,True
within_sentence,a <X> of <X> and,discovery,wiki,chatgpt,5.8605,31,0.3429,True,2.4788,34.4804,True
within_sentence,a <X> of <X> and,discovery,wiki,mistral-chat,5.0507,18,0.1714,True,1.6175,32.2765,True
within_sentence,a <X> of <X> and,discovery,wiki,mpt-chat,5.3846,17,0.1857,True,1.8046,33.0144,True
within_sentence,a <X> of <X> and,validation,abstracts,gpt4,7.4022,7,0.1,False,1.8632,34.2164,True
within_sentence,a <X> of <X> and,validation,abstracts,llama-chat,16.8593,35,0.3286,True,5.4791,66.1755,True
within_sentence,a <X> of <X> and,validation,abstracts,cohere-chat,9.1065,12,0.1,True,2.3205,43.3452,True
within_sentence,a <X> of <X> and,validation,books,gpt4,6.2598,45,0.4286,True,3.5673,12.8853,True
within_sentence,a <X> of <X> and,validation,books,llama-chat,5.8724,48,0.5429,True,3.5348,11.9507,True
within_sentence,a <X> of <X> and,validation,books,cohere-chat,4.0118,26,0.3143,True,2.3138,8.1623,True
within_sentence,a <X> of <X> and,validation,news,gpt4,3.8936,15,0.1714,True,1.3387,26.403,True
within_sentence,a <X> of <X> and,validation,news,llama-chat,7.7167,25,0.2571,True,3.2132,51.4209,True
within_sentence,a <X> of <X> and,validation,news,cohere-chat,1.8713,4,0.0571,False,0.4008,13.1055,True
within_sentence,a <X> of <X> and,validation,recipes,gpt4,0.1957,2,0.0286,False,0.0376,0.4635,True
within_sentence,a <X> of <X> and,validation,recipes,llama-chat,0.4228,4,0.0571,False,0.0877,1.5384,True
within_sentence,a <X> of <X> and,validation,recipes,cohere-chat,0.3051,2,0.0286,False,0.0426,1.2197,True
within_sentence,a <X> of <X> and,validation,wiki,gpt4,3.8522,29,0.2714,True,1.5741,31.4972,True
within_sentence,a <X> of <X> and,validation,wiki,llama-chat,6.9686,42,0.4,True,2.8798,53.7014,True
within_sentence,a <X> of <X> and,validation,wiki,cohere-chat,3.9001,17,0.2143,True,1.5305,32.6461,True
within_sentence,a <X> of <X> and <X>,discovery,abstracts,chatgpt,22.8069,8,0.1,False,8.8747,41.6118,True
within_sentence,a <X> of <X> and <X>,discovery,abstracts,mistral-chat,54.5808,21,0.2857,True,34.3636,75.7326,True
within_sentence,a <X> of <X> and <X>,discovery,abstracts,mpt-chat,36.7786,9,0.1143,False,13.9747,63.515,True
within_sentence,a <X> of <X> and <X>,discovery,books,chatgpt,8.8668,40,0.4286,True,4.7984,18.6343,True
within_sentence,a <X> of <X> and <X>,discovery,books,mistral-chat,4.2341,21,0.2571,True,2.0911,9.033,True
within_sentence,a <X> of <X> and <X>,discovery,books,mpt-chat,5.4599,14,0.1857,True,2.4744,12.9167,True
within_sentence,a <X> of <X> and <X>,discovery,news,chatgpt,1.4591,12,0.1571,False,0.578,3.7251,True
within_sentence,a <X> of <X> and <X>,discovery,news,mistral-chat,2.7011,15,0.1429,True,1.0487,6.8675,True
within_sentence,a <X> of <X> and <X>,discovery,news,mpt-chat,2.6964,11,0.1,True,0.9217,6.4983,True
within_sentence,a <X> of <X> and <X>,discovery,recipes,chatgpt,1.0078,5,0.0714,False,0.2609,7.029,True
within_sentence,a <X> of <X> and <X>,discovery,recipes,mistral-chat,0.12,0,0.0,False,0.0597,0.8147,True
within_sentence,a <X> of <X> and <X>,discovery,recipes,mpt-chat,0.1173,0,0.0,False,0.057,0.7955,True
within_sentence,a <X> of <X> and <X>,discovery,wiki,chatgpt,5.4884,29,0.3286,True,2.0691,31.5931,True
within_sentence,a <X> of <X> and <X>,discovery,wiki,mistral-chat,4.5047,16,0.1571,True,1.4482,27.8375,True
within_sentence,a <X> of <X> and <X>,discovery,wiki,mpt-chat,4.1538,13,0.1429,True,1.425,24.8,True
within_sentence,a <X> of <X> and <X>,validation,abstracts,gpt4,16.2849,5,0.0714,False,4.4706,29.7017,True
within_sentence,a <X> of <X> and <X>,validation,abstracts,llama-chat,39.1801,27,0.3,True,25.0331,54.3112,True
within_sentence,a <X> of <X> and <X>,validation,abstracts,cohere-chat,22.9485,10,0.1,True,9.355,40.5708,True
within_sentence,a <X> of <X> and <X>,validation,books,gpt4,6.6146,43,0.4143,True,3.716,14.2496,True
within_sentence,a <X> of <X> and <X>,validation,books,llama-chat,5.9552,44,0.5,True,3.4763,12.0445,True
within_sentence,a <X> of <X> and <X>,validation,books,cohere-chat,3.7648,22,0.2714,True,2.1356,7.8031,True
within_sentence,a <X> of <X> and <X>,validation,news,gpt4,3.6926,10,0.1,True,1.0286,25.361,True
within_sentence,a <X> of <X> and <X>,validation,news,llama-chat,9.5324,22,0.2286,True,3.4359,56.9037,True
within_sentence,a <X> of <X> and <X>,validation,news,cohere-chat,1.4555,2,0.0286,False,0.1973,10.7486,True
within_sentence,a <X> of <X> and <X>,validation,recipes,gpt4,0.0391,0,0.0,False,0.0221,0.1152,True
within_sentence,a <X> of <X> and <X>,validation,recipes,llama-chat,0.3288,3,0.0429,False,0.0458,1.203,True
within_sentence,a <X> of <X> and <X>,validation,recipes,cohere-chat,0.061,0,0.0,False,0.0326,0.1816,True
within_sentence,a <X> of <X> and <X>,validation,wiki,gpt4,8.0743,26,0.2571,True,3.0921,30.6064,True
within_sentence,a <X> of <X> and <X>,validation,wiki,llama-chat,14.3471,37,0.3714,True,5.7513,53.21,True
within_sentence,a <X> of <X> and <X>,validation,wiki,cohere-chat,8.5802,16,0.2,True,3.013,33.75,True
within_sentence,a <X> that,discovery,abstracts,chatgpt,1.6168,23,0.2571,True,0.8291,3.3332,True
within_sentence,a <X> that,discovery,abstracts,mistral-chat,1.5297,23,0.2571,True,0.8081,2.9575,True
within_sentence,a <X> that,discovery,abstracts,mpt-chat,1.0423,10,0.1286,False,0.4255,2.0616,True
within_sentence,a <X> that,discovery,books,chatgpt,3.7957,35,0.3857,True,2.2127,7.081,True
within_sentence,a <X> that,discovery,books,mistral-chat,5.7225,59,0.5,True,3.5295,9.896,True
within_sentence,a <X> that,discovery,books,mpt-chat,6.1604,33,0.3857,True,3.7747,10.6047,True
within_sentence,a <X> that,discovery,news,chatgpt,1.6875,17,0.1857,True,0.7149,4.5034,True
within_sentence,a <X> that,discovery,news,mistral-chat,1.5115,10,0.1286,True,0.65,3.4663,True
within_sentence,a <X> that,discovery,news,mpt-chat,2.4211,12,0.1571,True,1.223,5.2753,True
within_sentence,a <X> that,discovery,recipes,chatgpt,0.0916,0,0.0,False,0.0458,0.6184,True
within_sentence,a <X> that,discovery,recipes,mistral-chat,0.8402,3,0.0429,False,0.1323,5.9823,True
within_sentence,a <X> that,discovery,recipes,mpt-chat,0.3519,1,0.0143,False,0.068,2.5003,True
within_sentence,a <X> that,discovery,wiki,chatgpt,1.9027,22,0.2714,True,0.8593,7.9506,True
within_sentence,a <X> that,discovery,wiki,mistral-chat,1.9235,15,0.1714,True,0.7032,9.107,True
within_sentence,a <X> that,discovery,wiki,mpt-chat,3.007,21,0.2571,True,1.237,13.1961,True
within_sentence,a <X> that,validation,abstracts,gpt4,1.7921,11,0.1571,True,0.7355,4.9119,True
within_sentence,a <X> that,validation,abstracts,llama-chat,4.7616,63,0.4857,True,2.5079,11.4733,True
within_sentence,a <X> that,validation,abstracts,cohere-chat,2.7032,23,0.2571,True,1.2988,6.4901,True
within_sentence,a <X> that,validation,books,gpt4,4.7369,70,0.7429,True,3.0612,8.0731,True
within_sentence,a <X> that,validation,books,llama-chat,3.9323,66,0.5571,True,2.434,6.9539,True
within_sentence,a <X> that,validation,books,cohere-chat,2.1071,28,0.3429,True,1.1642,3.8327,True
within_sentence,a <X> that,validation,news,gpt4,2.0749,29,0.3429,True,1.0783,5.2289,True
within_sentence,a <X> that,validation,news,llama-chat,3.0927,36,0.3571,True,1.485,8.0682,True
within_sentence,a <X> that,validation,news,cohere-chat,1.6884,14,0.1571,True,0.7115,4.3748,True
within_sentence,a <X> that,validation,recipes,gpt4,0.1957,0,0.0,False,0.0774,0.6287,True
within_sentence,a <X> that,validation,recipes,llama-chat,0.7046,1,0.0143,False,0.1034,3.8083,True
within_sentence,a <X> that,validation,recipes,cohere-chat,0.9154,1,0.0143,False,0.1364,6.1075,True
within_sentence,a <X> that,validation,wiki,gpt4,2.2021,26,0.2714,True,1.0676,7.0091,True
within_sentence,a <X> that,validation,wiki,llama-chat,2.8694,27,0.2571,True,1.302,7.8579,True
within_sentence,a <X> that,validation,wiki,cohere-chat,1.9146,13,0.1429,True,0.7476,6.8672,True
within_sentence,a <X> that <X>,discovery,abstracts,chatgpt,2.3354,23,0.2571,True,1.0539,6.2478,True
within_sentence,a <X> that <X>,discovery,abstracts,mistral-chat,1.7394,18,0.2143,True,0.8327,4.151,True
within_sentence,a <X> that <X>,discovery,abstracts,mpt-chat,1.2188,8,0.1,False,0.4188,3.3607,True
within_sentence,a <X> that <X>,discovery,books,chatgpt,4.926,22,0.2571,True,2.1609,15.6395,True
within_sentence,a <X> that <X>,discovery,books,mistral-chat,5.6126,28,0.3,True,2.4969,16.188,True
within_sentence,a <X> that <X>,discovery,books,mpt-chat,7.7191,20,0.2571,True,3.7488,21.8364,True
within_sentence,a <X> that <X>,discovery,news,chatgpt,1.9154,9,0.1,False,0.5997,7.19,True
within_sentence,a <X> that <X>,discovery,news,mistral-chat,1.9565,6,0.0714,False,0.5863,6.628,True
within_sentence,a <X> that <X>,discovery,news,mpt-chat,1.0125,2,0.0286,False,0.1713,3.1102,True
within_sentence,a <X> that <X>,discovery,recipes,chatgpt,0.6413,0,0.0,False,0.5758,0.7131,True
within_sentence,a <X> that <X>,discovery,recipes,mistral-chat,2.5207,1,0.0143,False,0.7732,6.5014,True
within_sentence,a <X> that <X>,discovery,recipes,mpt-chat,0.821,0,0.0,False,0.7339,0.9093,True
within_sentence,a <X> that <X>,discovery,wiki,chatgpt,2.1927,16,0.2,True,0.9304,12.9204,True
within_sentence,a <X> that <X>,discovery,wiki,mistral-chat,1.2675,6,0.0714,False,0.2917,9.5594,True
within_sentence,a <X> that <X>,discovery,wiki,mpt-chat,3.4066,15,0.1714,True,1.3195,22.2715,True
within_sentence,a <X> that <X>,validation,abstracts,gpt4,2.6193,11,0.1571,True,1.0757,8.1297,True
within_sentence,a <X> that <X>,validation,abstracts,llama-chat,5.6441,51,0.4,True,2.8611,16.8269,True
within_sentence,a <X> that <X>,validation,abstracts,cohere-chat,2.6059,15,0.2,True,1.2028,7.4203,True
within_sentence,a <X> that <X>,validation,books,gpt4,14.3346,64,0.7,True,6.3581,69.2969,True
within_sentence,a <X> that <X>,validation,books,llama-chat,4.5964,23,0.2429,True,1.7976,19.9807,True
within_sentence,a <X> that <X>,validation,books,cohere-chat,4.0351,16,0.2,True,1.4394,20.6522,True
within_sentence,a <X> that <X>,validation,news,gpt4,2.4422,12,0.1571,True,0.9838,9.3816,True
within_sentence,a <X> that <X>,validation,news,llama-chat,4.825,20,0.2143,True,1.9183,18.3595,True
within_sentence,a <X> that <X>,validation,news,cohere-chat,1.7789,5,0.0714,False,0.529,7.7449,True
within_sentence,a <X> that <X>,validation,recipes,gpt4,0.587,0,0.0,False,0.5337,0.638,True
within_sentence,a <X> that <X>,validation,recipes,llama-chat,2.1138,1,0.0143,False,0.6639,5.2359,True
within_sentence,a <X> that <X>,validation,recipes,cohere-chat,0.9154,0,0.0,False,0.8274,1.0131,True
within_sentence,a <X> that <X>,validation,wiki,gpt4,2.0821,20,0.2,True,0.9425,8.8304,True
within_sentence,a <X> that <X>,validation,wiki,llama-chat,1.3391,10,0.1429,False,0.4946,4.7979,True
within_sentence,a <X> that <X>,validation,wiki,cohere-chat,1.4734,8,0.1143,False,0.5691,6.0568,True
within_sentence,a <X> to,discovery,abstracts,chatgpt,2.1206,24,0.3143,True,,,False
within_sentence,a <X> to,discovery,abstracts,mistral-chat,2.7434,33,0.3429,True,,,False
within_sentence,a <X> to,discovery,abstracts,mpt-chat,4.1836,33,0.4,True,,,False
within_sentence,a <X> to,discovery,books,chatgpt,1.9733,48,0.5,True,,,False
within_sentence,a <X> to,discovery,books,mistral-chat,1.6652,45,0.4143,True,,,False
within_sentence,a <X> to,discovery,books,mpt-chat,1.5045,21,0.2571,True,,,False
within_sentence,a <X> to,discovery,news,chatgpt,1.4375,52,0.4714,False,,,False
within_sentence,a <X> to,discovery,news,mistral-chat,1.1241,27,0.3,False,,,False
within_sentence,a <X> to,discovery,news,mpt-chat,0.9075,16,0.1857,False,,,False
within_sentence,a <X> to,discovery,recipes,chatgpt,0.688,29,0.3429,False,,,False
within_sentence,a <X> to,discovery,recipes,mistral-chat,0.4125,13,0.1714,False,,,False
within_sentence,a <X> to,discovery,recipes,mpt-chat,0.4926,16,0.1857,False,,,False
within_sentence,a <X> to,discovery,wiki,chatgpt,3.9793,38,0.3714,True,,,False
within_sentence,a <X> to,discovery,wiki,mistral-chat,1.8959,12,0.1571,True,,,False
within_sentence,a <X> to,discovery,wiki,mpt-chat,2.4786,14,0.1571,True,,,False
within_sentence,a <X> to,validation,abstracts,gpt4,2.2994,36,0.4857,True,,,False
within_sentence,a <X> to,validation,abstracts,llama-chat,1.5915,52,0.4714,True,,,False
within_sentence,a <X> to,validation,abstracts,cohere-chat,1.5113,32,0.3714,True,,,False
within_sentence,a <X> to,validation,books,gpt4,1.2157,42,0.4143,False,,,False
within_sentence,a <X> to,validation,books,llama-chat,1.2965,51,0.5429,False,,,False
within_sentence,a <X> to,validation,books,cohere-chat,1.0545,33,0.3429,False,,,False
within_sentence,a <X> to,validation,news,gpt4,3.9697,74,0.5857,True,,,False
within_sentence,a <X> to,validation,news,llama-chat,2.9207,45,0.4143,True,,,False
within_sentence,a <X> to,validation,news,cohere-chat,3.3079,37,0.3571,True,,,False
within_sentence,a <X> to,validation,recipes,gpt4,0.6653,25,0.3,False,,,False
within_sentence,a <X> to,validation,recipes,llama-chat,0.642,20,0.2714,False,,,False
within_sentence,a <X> to,validation,recipes,cohere-chat,0.712,17,0.2286,False,,,False
within_sentence,a <X> to,validation,wiki,gpt4,0.9324,25,0.2857,False,,,False
within_sentence,a <X> to,validation,wiki,llama-chat,1.033,22,0.2571,False,,,False
within_sentence,a <X> to,validation,wiki,cohere-chat,0.5928,9,0.1143,False,,,False
within_sentence,and <X> of,discovery,abstracts,chatgpt,1.7997,27,0.3143,True,,,False
within_sentence,and <X> of,discovery,abstracts,mistral-chat,1.7027,27,0.3429,True,,,False
within_sentence,and <X> of,discovery,abstracts,mpt-chat,1.8413,19,0.2429,True,,,False
within_sentence,and <X> of,discovery,books,chatgpt,2.3718,32,0.3571,True,,,False
within_sentence,and <X> of,discovery,books,mistral-chat,1.8709,28,0.3286,True,,,False
within_sentence,and <X> of,discovery,books,mpt-chat,1.5689,12,0.1429,True,,,False
within_sentence,and <X> of,discovery,news,chatgpt,2.4682,34,0.3286,True,,,False
within_sentence,and <X> of,discovery,news,mistral-chat,1.4419,13,0.1286,False,,,False
within_sentence,and <X> of,discovery,news,mpt-chat,1.94,13,0.1571,True,,,False
within_sentence,and <X> of,discovery,recipes,chatgpt,0.1688,2,0.0286,False,,,False
within_sentence,and <X> of,discovery,recipes,mistral-chat,0.398,4,0.0429,False,,,False
within_sentence,and <X> of,discovery,recipes,mpt-chat,0.4753,5,0.0714,False,,,False
within_sentence,and <X> of,discovery,wiki,chatgpt,1.1257,83,0.5714,False,,,False
within_sentence,and <X> of,discovery,wiki,mistral-chat,0.5836,29,0.3571,False,,,False
within_sentence,and <X> of,discovery,wiki,mpt-chat,0.9476,42,0.4571,False,,,False
within_sentence,and <X> of,validation,abstracts,gpt4,1.9999,38,0.4286,True,,,False
within_sentence,and <X> of,validation,abstracts,llama-chat,1.6622,66,0.5143,True,,,False
within_sentence,and <X> of,validation,abstracts,cohere-chat,1.2845,33,0.3429,False,,,False
within_sentence,and <X> of,validation,books,gpt4,1.0694,28,0.3143,False,,,False
within_sentence,and <X> of,validation,books,llama-chat,1.5355,46,0.4,True,,,False
within_sentence,and <X> of,validation,books,cohere-chat,0.7225,17,0.1714,False,,,False
within_sentence,and <X> of,validation,news,gpt4,0.6782,13,0.1714,False,,,False
within_sentence,and <X> of,validation,news,llama-chat,1.1802,19,0.2,False,,,False
within_sentence,and <X> of,validation,news,cohere-chat,0.8733,10,0.1429,False,,,False
within_sentence,and <X> of,validation,recipes,gpt4,0.3441,8,0.1143,False,,,False
within_sentence,and <X> of,validation,recipes,llama-chat,0.0729,1,0.0143,False,,,False
within_sentence,and <X> of,validation,recipes,cohere-chat,0.3472,5,0.0571,False,,,False
within_sentence,and <X> of,validation,wiki,gpt4,0.7457,46,0.4143,False,,,False
within_sentence,and <X> of,validation,wiki,llama-chat,0.8155,40,0.3,False,,,False
within_sentence,and <X> of,validation,wiki,cohere-chat,0.8074,29,0.3143,False,,,False
within_sentence,and <X> of <X>,discovery,abstracts,chatgpt,1.8782,17,0.2,True,,,False
within_sentence,and <X> of <X>,discovery,abstracts,mistral-chat,1.777,17,0.2286,True,,,False
within_sentence,and <X> of <X>,discovery,abstracts,mpt-chat,2.4003,15,0.2,True,,,False
within_sentence,and <X> of <X>,discovery,books,chatgpt,2.4301,18,0.2429,True,,,False
within_sentence,and <X> of <X>,discovery,books,mistral-chat,2.186,18,0.2286,True,,,False
within_sentence,and <X> of <X>,discovery,books,mpt-chat,1.9204,8,0.1,False,,,False
within_sentence,and <X> of <X>,discovery,news,chatgpt,2.0732,21,0.2429,True,,,False
within_sentence,and <X> of <X>,discovery,news,mistral-chat,1.5115,10,0.1,True,,,False
within_sentence,and <X> of <X>,discovery,news,mpt-chat,2.0337,10,0.1143,True,,,False
within_sentence,and <X> of <X>,discovery,recipes,chatgpt,0.1283,0,0.0,False,,,False
within_sentence,and <X> of <X>,discovery,recipes,mistral-chat,0.5041,1,0.0143,False,,,False
within_sentence,and <X> of <X>,discovery,recipes,mpt-chat,0.821,2,0.0286,False,,,False
within_sentence,and <X> of <X>,discovery,wiki,chatgpt,1.1231,49,0.4,False,,,False
within_sentence,and <X> of <X>,discovery,wiki,mistral-chat,0.7491,22,0.2714,False,,,False
within_sentence,and <X> of <X>,discovery,wiki,mpt-chat,0.9944,26,0.3143,False,,,False
within_sentence,and <X> of <X>,validation,abstracts,gpt4,2.3756,34,0.4143,True,,,False
within_sentence,and <X> of <X>,validation,abstracts,llama-chat,1.5076,45,0.4143,True,,,False
within_sentence,and <X> of <X>,validation,abstracts,cohere-chat,0.737,14,0.1571,False,,,False
within_sentence,and <X> of <X>,validation,books,gpt4,1.4446,15,0.1857,False,,,False
within_sentence,and <X> of <X>,validation,books,llama-chat,2.0095,24,0.2857,True,,,False
within_sentence,and <X> of <X>,validation,books,cohere-chat,0.8717,8,0.0857,False,,,False
within_sentence,and <X> of <X>,validation,news,gpt4,0.2931,4,0.0571,False,,,False
within_sentence,and <X> of <X>,validation,news,llama-chat,1.1376,14,0.1571,False,,,False
